time,wind_mean_scalar,wind_mean_vector_magnitude_speed,wind_mean_vector_direction,wind_std_direction,wind_max,radiation_in_avg,precipitation_total,tair_ClimaVUE50_avg,vapor_pressure_ClimaVUE50_avg,barom_pressure_absolute_ClimaVUE50,humidity_rel_ClimaVUE50,tair_CS215_avg,humidity_rel_CS215,tair_HygroVUE10,humidity_rel_HygroVUE10,SWR_in,SWR_out,LWR_in,LWR_out,snow_height_laser
2021-05-26T06:50:00.000,3.50007,3.441215,179.8632,10.5036,8.09,37.2,0,2.88,3.46,798.21,46.12,2.9036,45.4057,2.6111,47.1424,41.78,37.76,225.34,303.68,392.1
2021-05-26T07:00:00.000,4.29681,4.203356,166.8451,11.94571,9.07,41.1,0,2.9,3.5,798.24,46.61,2.9893,46.4523,2.6481,48.4093,46.92,40.31,224.64,303.12,393.7
2021-05-26T07:10:00.000,3.625837,3.395316,170.2567,20.42379,8.69,45.6,0,2.63,3.6,798.25,48.92,2.7207,48.2409,2.4953,49.9111,53.21,46.92,226.42,303.5,393.4
2021-05-26T07:20:00.000,3.648376,3.55414,171.0697,13.01804,8.23,59.9,0,2.83,3.61,798.29,48.85,2.8995,47.992,2.721,49.4424,81.37,64.91,236.84,306.65,392.4
2021-05-26T07:30:00.000,4.28064,4.23421,170.3103,8.435821,8.05,94.4,0,3.27,3.71,798.13,47.79,3.3433,47.627,3.0683,49.4468,340.05,160.27,235.73,310.66,394.3
2021-05-26T07:40:00.000,3.010886,2.917172,159.2274,14.29027,8.27,468.9,0,4.15,3.93,797.6899,48.01,4.1174,45.3135,3.9389,47.6097,560.56,337.13,235.78,321.2,390.5
2021-05-26T07:50:00.000,4.22723,4.111902,160.1848,13.37901,8.57,491.9,0,3.98,4.179999,797.7299,51.48,4.1405,47.4715,4.4194,48.4278,575.09,343.38,231.8,323.21,395.1
2021-05-26T08:00:00.000,4.099177,3.979981,165.0535,13.81234,8.2,497.5,0,4.179999,4.16,797.71,50.62,4.2981,47.025,4.9419,47.0049,613.62,366.2,233.54,324.99,394.4
2021-05-26T08:10:00.000,2.955517,2.91565,144.6076,9.407475,6.63,175.5,0,5.21,4.18,797.7199,47.25,4.7433,45.4842,5.1252,46.0819,617.6,370.73,235.19,326.34,394.4
2021-05-26T08:20:00.000,1.95118,1.720288,135.4732,27.86386,4.48,83.2,0,6.46,4.13,797.72,42.9,5.4123,41.1825,5.7235,42.3982,650.14,386.78,235.98,326.75,395
2021-05-26T08:30:00.000,3.298843,3.263554,138.3287,8.377767,5.39,76,0,6.48,4.25,797.57,43.86,5.6039,42.11,5.8148,43.4568,700.78,415.02,236.14,327.03,395.4
2021-05-26T08:40:00.000,2.824523,2.204009,136.1728,37.96543,4.22,78.7,0,6.76,4.31,797.49,43.63,5.7423,41.5118,5.9441,42.7569,736.39,434.9,237.92,327.06,395.5
2021-05-26T08:50:00.000,2.278827,2.03391,94.39278,26.55452,5.43,84.9,0,6.96,4.32,797.52,43.41,5.9283,41.1619,5.3092,44.0148,761.82,448.55,238.65,326.37,394.4
2021-05-26T09:00:00.000,1.967023,1.475442,101.9013,40.4928,5.63,100,0,7.399999,4.32,797.55,42.48,6.6911,39.0721,5.3886,43.6061,790.8,462.74,241.65,329.6,393.4
2021-05-26T09:10:00.000,1.870493,1.353475,121.7884,42.5853,3.04,195.3,0,8,4.54,797.34,42.15,6.9028,39.7617,6.178,43.0785,819.42,473.88,241.81,329.47,393.7
2021-05-26T09:20:00.000,2.43138,1.962919,146.9504,35.55458,6.06,260.1,0,7.679999,4.67,797.22,44.84,6.8421,40.9629,6.8751,42.705,830.39,480.71,241.98,330.59,394.1
2021-05-26T09:30:00.000,3.43686,2.810448,144.0325,34.58073,5.53,96.4,0,8.17,4.64,797.2,42.91,6.607699,40.7717,6.885,41.6245,868.2,499.75,243.61,331.04,394.6
2021-05-26T09:40:00.000,2.94931,2.826715,135.995,16.51432,5.24,247.5,0,8.179999,4.64,797.19,42.41,6.8868,40.9704,6.624799,43.2378,891.17,505.56,244.06,330.35,394
2021-05-26T09:50:00.000,4.193093,4.135462,136.3334,9.496141,6.23,706,0,7.329999,4.64,797.19,45.29,6.5338,42.2467,6.7307,43.6015,779.06,448.12,240.34,326.05,394.1
2021-05-26T10:00:00.000,4.486113,4.333313,142.6895,14.94898,8.79,791.6,0,7.32,4.55,797.19,44.96,6.463099,42.5092,6.6769,43.8059,929.76,521.12,245.74,330.78,392.1
2021-05-26T10:10:00.000,3.10023,2.976676,142.0155,16.17024,6.88,819.8,0,7.62,4.57,797.3,44.17,6.881799,41.3225,6.8674,43.2202,946.85,529.14,247.09,331.68,390.5
2021-05-26T10:20:00.000,2.68863,2.365162,138.9915,28.09539,6.81,836.8,0,8.190001,4.62,797.23,42.93,7.1895,40.5322,7.4308,41.4213,964.99,539.16,248.05,333.3,389.1
2021-05-26T10:30:00.000,2.853923,2.721755,134.2878,17.43121,5.77,858.1,0,8.28,4.63,797.18,42.65,7.447,40.1461,7.5339,41.4688,988.05,545.99,249.54,331.77,385.9
2021-05-26T10:40:00.000,2.09181,1.78624,133.7008,30.95847,3.66,883.5,0,8.75,4.759999,797.26,42.55,7.7685,39.6574,8.1107,40.5658,996.34,550.14,251.22,333.4,382.6
2021-05-26T10:50:00.000,3.692803,3.645442,144.5968,9.173118,7.47,884.6,0,8.309999,4.77,797.31,43.26,7.7757,40.1289,8.3125,40.7051,1022.19,561.29,249.9,331.86,385.4
2021-05-26T11:00:00.000,3.04486,2.6867,151.2617,27.78048,5.91,895.3,0,8.559999,4.599999,797.25,41.86,7.5358,39.9739,8.0097,40.6788,1012.24,557.01,250.53,333.34,380.9
2021-05-26T11:10:00.000,2.945553,2.780847,141.2148,19.15385,5.13,901.9,0,8.94,4.679999,797.22,40.76,7.9019,39.2483,8.2209,40.2401,1028.03,556.76,250.62,332.08,378.3
2021-05-26T11:20:00.000,1.740807,1.499928,139.7001,30.13065,6.96,913.7,0,9.589999,4.599999,797.27,38.92,8.656199,36.5677,8.5463,38.0927,1042.55,568.87,254.32,333.82,375.4
2021-05-26T11:30:00.000,2.588996,2.530313,142.4324,12.19488,4.86,933.6,0,9.33,4.73,797.19,40.11,8.9387,36.7812,9.085799,38.108,1091.19,591.8,257.96,335.58,375.9
2021-05-26T11:40:00.000,1.8081,1.719037,143.8569,17.97719,4.89,935.1,0,9.51,4.69,797.3,39.37,8.744399,37.5396,9.605599,36.7558,542.78,316.19,279.57,330.82,373.8
2021-05-26T11:50:00.000,2.31623,2.284889,150.1424,9.422097,5.7,528.7,0,8.16,4.679999,797.34,43.39,8.437099,38.9491,9.715199,37.9844,567.54,330.88,289.29,329.71,374.5
2021-05-26T12:00:00.000,2.725707,2.695383,138.1698,8.543587,3.33,616.6,0,8.539999,4.55,797.3,41.13,7.6974,40.6502,8.8103,40.0475,634.34,365.49,286.59,331.34,373.8
2021-05-26T12:10:00.000,2.314923,2.25858,140.2322,12.63682,5.14,618.9,0,8.71,4.43,797.37,39.18,8.16,38.8556,8.6514,38.9636,799.94,452.85,300.16,332.16,374.2
2021-05-26T12:20:00.000,2.005243,1.906286,156.821,17.99384,4.59,633.4,0,8.32,4.62,797.27,42.62,8.2055,40.0849,9.096999,39.3935,588.74,344.8,303.09,331.74,374.2
2021-05-26T12:30:00.000,1.32447,1.228445,168.6866,21.81,6.35,586.1,0,8.24,4.51,797.37,41.95,8.5167,38.7888,9.1714,38.5024,642.2,371.86,308.02,330.16,374
2021-05-26T12:40:00.000,1.502667,1.400975,315.6283,21.07153,3.11,584.3,0,8.129999,4.47,797.38,41.75,8.454,38.0816,7.8434,40.2733,616.32,359.77,315.22,333.32,370.2
2021-05-26T12:50:00.000,1.493193,1.48218,296.7173,6.956217,2.94,517.9,0,8.05,4.49,797.41,41.99,8.6825,37.2946,7.6936,40.5651,522.14,314.87,313.47,331.18,369.2
2021-05-26T13:00:00.000,0.9997633,0.07345118,180.1867,77.96777,3.07,505.8,0,8.51,4.599999,797.41,42.06,8.8179,38.7629,8.087099,41.7602,548.67,331.91,313.87,331.68,368.7
2021-05-26T13:10:00.000,3.53682,3.432382,152.0488,13.91899,8.93,524.4,0,7.839999,4.849999,797.28,45.07,7.812099,43.9146,8.2356,44.4025,517.92,306.72,303.44,329.56,374.5
2021-05-26T13:20:00.000,3.57504,3.519052,154.0889,10.13658,7.53,577.9,0,7.589999,4.7,797.24,44.76,7.286799,44.613,8.1293,44.318,607.36,347.84,303.8,330.64,369.8
2021-05-26T13:30:00.000,3.765323,3.693222,152.5211,11.2087,7.61,550.5,0,7.579999,4.71,797.24,45.37,7.4257,44.58,8.1028,44.4302,666.49,388.86,309.96,332.88,368.3
2021-05-26T13:40:00.000,3.13453,2.998255,153.0039,16.88913,8.21,548.4,0,7.76,4.73,797.33,45.33,7.6114,44.1794,8.273299,43.778,577.65,339.62,308.78,332.51,365
2021-05-26T13:50:00.000,2.888387,2.831601,154.5683,11.35736,5.36,551.2,0,7.749999,4.849999,797.32,45.91,7.809199,44.9931,8.7105,44.5666,516.35,301.32,297.07,330.04,365.4
2021-05-26T14:00:00.000,3.738863,3.731829,149.5,3.513459,7.28,563.4,0,7.69,4.98,797.17,47.93,7.463799,47.1028,8.221899,46.6279,510.97,293.38,295.04,328.04,365.1
2021-05-26T14:10:00.000,3.678267,3.653535,156.1741,6.641882,7.37,493.7,0,7.15,4.93,797.34,49.02,7.2298,47.8107,7.823199,47.8021,396.98,235.56,285.49,328.88,363
2021-05-26T14:20:00.000,3.496967,3.490726,146.2592,3.421829,5.44,589.1,0,8.01,4.89,797.3199,45.42,7.7228,45.9901,8.1285,46.4161,869.73,475.28,300.54,333.77,363.3
2021-05-26T14:30:00.000,3.009743,2.831221,160.6917,19.72726,7.43,639.7,0,8.059999,5.06,797.12,47.22,7.988599,45.6812,8.4965,45.4716,467.49,276.25,284.72,329.64,358.3
2021-05-26T14:40:00.000,2.357063,2.233133,170.6906,18.57328,5.02,524.2,0,7.87,4.93,797.14,46.55,8.2598,43.3654,8.506599,43.8984,826.29,458.37,281.64,334.21,357.2
2021-05-26T14:50:00.000,2.036113,2.004094,162.3474,10.15759,4.89,628.1,0,8.139999,4.95,797.12,45.61,8.2943,44.3531,9.346499,43.2077,1006.54,552.08,276.3,337.47,355.8
2021-05-26T15:00:00.000,2.075967,2.044634,156.4836,9.951168,4.19,254.8,0,8.07,4.92,797.3,45.5,8.4021,44.1318,9.711699,42.164,208.8,132.47,275.13,326.14,356.2
2021-05-26T15:10:00.000,2.30839,2.286948,153.2353,7.806697,4.96,260.2,0,7.079999,5.08,797.41,50.49,7.2071,50.9338,8.701799,48.3619,289.08,170.97,277.04,326.13,357.2
2021-05-26T15:20:00.000,2.724727,2.701104,146.2196,7.542049,4.7,279,0,6.829999,5.14,797.36,52.24999,6.867499,52.5176,7.6585,51.8442,337.26,198.59,285.28,327.37,356.4
2021-05-26T15:30:00.000,2.514517,2.491281,159.5545,7.786433,4.6,416,0,6.829999,5.13,797.3,51.91,7.1443,51.5089,7.966,50.4756,472.26,272.47,300,329.52,356.1
2021-05-26T15:40:00.000,2.115983,2.074565,152.2514,11.33247,3.85,409.8,0,7.07,5.36,797.3,53.78,7.284599,53.05439,8.3293,51.0935,373.54,221.51,315.64,329.27,355.6
2021-05-26T15:50:00.000,1.666,1.641987,145.7605,9.724607,3.68,455.4,0,7.85,5.32,797.16,50.33,7.7849,49.5068,8.593,48.6762,418.67,244.82,302.98,331.33,354.3
2021-05-26T16:00:00.000,1.82672,1.790014,159.0236,11.48194,4.83,484.2,0,7.51,5.54,797.02,53.29,8.0362,51.0783,9.391,48.2229,429.68,244.08,284.44,329.73,353.3
2021-05-26T16:10:00.000,0.6242599,0.4478192,193.5427,38.51649,3.12,375.3,0,7.889999,5.39,797.0499,50.66,8.393,48.3625,8.8265,48.1253,367.96,211.15,283.17,329.63,352.1
2021-05-26T16:20:00.000,2.433013,2.395675,355.5216,10.03429,5.12,334.6,0,8,5.309999,797.0699,49.7,8.7362,45.8144,8.322001,47.9799,307.27,176.57,276.79,326.94,347.3
2021-05-26T16:30:00.000,2.852943,2.744467,29.43987,15.79451,5.66,342.2,0,8.2,5.11,797.14,46.96,8.498099,45.3475,7.9935,47.7098,295.23,169.39,276.34,326.06,345
2021-05-26T16:40:00.000,3.204273,3.06573,3.087987,16.84272,5.78,451.8,0,8.379999,5.13,797.04,46.73,8.5767,45.3793,8.0468,47.822,414.79,235.01,263.87,329.17,339.5
2021-05-26T16:50:00.000,2.99243,2.715763,36.85011,24.62929,6.34,324.6,0,8.46,5.03,797.09,45.83,8.6859,43.9605,8.064899,46.6277,395.24,219.65,268.84,326.99,340.7
2021-05-26T17:00:00.000,2.329787,2.107928,20.35247,24.99569,5.79,449.8,0,8.91,5.11,796.93,44.66,9.1699,43.8937,8.3067,47.248,199.93,121.81,258.47,325.81,341
2021-05-26T17:10:00.000,2.249427,2.219914,9.112215,9.27803,4.03,312.4,0,8.379999,5.23,797.04,47.35,8.7675,45.1231,8.083899,48.2248,244.22,141.81,278.32,327.45,340.6
2021-05-26T17:20:00.000,1.1809,0.8839651,274.539,40.61712,2.75,407.4,0,8.76,5.3,796.96,47.18,9.075899,45.5269,8.174999,48.9497,453.61,263.54,274.59,329.93,340
2021-05-26T17:30:00.000,1.342273,0.8825203,308.0449,47.4053,3.27,317.5,0,8.699999,5.329999,796.93,47.33,9.177599,44.3916,8.068,48.6156,403.19,242.08,259.64,329.5,340.1
2021-05-26T17:40:00.000,1.44403,0.9283831,294.2965,48.4031,3.27,312.7,0,8.73,5.349999,796.7999,47.58,9.3088,44.8505,8.0238,49.5188,100.56,60.38,251.7,324.49,340.7
2021-05-26T17:50:00.000,1.455137,0.8110668,19.34033,53.88894,4.45,171.4,0,8.65,5.179999,797.0099,46.38,8.5889,46.1579,7.945199,48.976,82.25,52.41,254.11,324.07,340.5
2021-05-26T18:00:00.000,1.173223,0.9100723,177.394,38.36164,3.85,90.5,0,7.07,5.32,797.09,53.92999,7.3683,53.3964,7.088099,54.9798,108.06,63.86,292.23,324.63,341.5
2021-05-26T18:10:00.000,0.9772233,0.8235151,207.2784,32.12452,2.75,122.9,0,6.87,5.23,797.16,53.11,6.8131,55.0029,6.471999,56.918,118.25,68.51,306.36,325.37,340.9
2021-05-26T18:20:00.000,1.094333,1.072184,176.5786,11.52364,2.73,119.7,0,6.45,5.31,797.09,55.1,6.556,56.7504,6.2854,58.109,130.55,74.97,310.86,325.53,341.1
2021-05-26T18:30:00.000,0.92659,0.3357779,246.8146,64.67939,2.27,117.4,0,6.81,5.23,797.19,52.66999,6.9532,54.5095,6.5379,56.3964,100.24,57.42,278.87,324.79,340.5
2021-05-26T18:40:00.000,0.6138066,0.1527973,83.20352,70.19789,2.75,81.3,0,6.65,5.329999,797.24,54.71,6.9253,55.8354,6.555299,57.6183,86.95,49.39,304.73,324.45,340.6
2021-05-26T18:50:00.000,1.28478,1.270142,284.9266,8.64603,2.69,75.8,0,6.61,5.41,797.49,55.46,6.7266,57.9454,6.431499,59.06379,74.78,41.57,305.32,324.43,340.6
2021-05-26T19:00:00.000,1.28723,1.254507,301.148,12.91471,2.82,56.1,0,6.12,5.61,797.59,59.21999,6.2998,63.0331,6.1792,63.0943,44.67,24.58,310.47,322.63,339.2
2021-05-26T19:10:00.000,1.76939,1.520105,291.4376,30.40335,3.8,45.7,0,5.31,5.9,797.6,66.7,5.273499,71.2924,5.1654,70.3493,43.72,24.35,306.98,323.51,339.2
2021-05-26T19:20:00.000,0.7666867,0.5155641,146.0656,46.35738,2.02,39.7,0,5.24,5.99,797.61,67.23,5.188,71.8447,5.1299,70.8575,36.22,20.44,291.12,322.45,340
2021-05-26T19:30:00.000,1.596583,1.515257,165.6227,18.28116,3.12,31.2,0,4.86,6,797.64,69.6,4.903399,72.95909,4.7962,71.9875,17.86,12.01,249.26,321.07,340.7
2021-05-26T19:40:00.000,1.35632,1.116547,240.8162,34.05683,2.53,14.5,0,4.96,6,797.6,68.65,4.9123,72.97279,4.7606,72.09239,6.16,5.63,244.06,319.6,340
2021-05-26T19:50:00.000,1.050723,0.3802043,203.7665,64.70627,2.47,7.1,0,4.46,6,797.6,71.53999,4.5366,74.8426,4.3449,73.75169,4.16,2.83,290.61,321,340
2021-05-26T20:00:00.000,0.7828567,0.2382562,242.3266,67.55895,2.19,2.8,0,4.2,6,797.64,72.68,4.2635,76.13249,4.1125,74.60699,1.04,0.17,313.24,321.26,339.9
2021-05-26T20:10:00.000,0.03740333,0.032344,145.1839,18.84111,0.85,0.3,0,3.84,6,797.95,74.92,3.8433,78.6037,3.6942,76.1927,-0.32,-0.01,311.04,320.7,339.9
2021-05-26T20:20:00.000,0.9430866,0.9238615,204.1156,11.56495,2.27,0,0,4.01,6.04,798.02,74.18999,3.8144,79.2509,3.6484,76.4622,-0.97,0,302.79,321.32,340.5
2021-05-26T20:30:00.000,1.514263,1.354146,169.8058,26.33926,3.94,0,0,3.67,6.1,798.09,76.86,3.8171,79.4492,3.7349,76.4335,-1.36,0,307.32,321.01,340.6
2021-05-26T20:40:00.000,1.943013,1.913096,150.2996,10.05098,3.99,0,0,3.57,6.14,798.13,77.89,3.6413,80.5373,3.3448,77.70309,-1.33,-0.01,307.97,321.19,340.7
2021-05-26T20:50:00.000,1.945627,1.903664,148.3454,11.89558,4.49,0,0,3.74,6.19,798.18,77.13,3.8998,79.2635,3.3585,77.5497,-1.29,-0.01,309.73,320.62,339.6
2021-05-26T21:00:00.000,1.641663,1.50504,198.6856,23.36711,3.8,0,0,4.099999,6.2,798.15,75.83,4.037499,78.2029,3.6082,76.4837,-0.61,-0.01,313.93,321.37,343
2021-05-26T21:10:00.000,0.63602,0.07108285,113.3795,76.33957,1.53,0,0,3.71,6.2,798.21,77.24999,3.9395,78.4107,3.6961,76.4209,-1.04,0,314.75,320.85,339.3
2021-05-26T21:20:00.000,1.11377,0.7510557,204.5798,46.22422,1.97,0,0,3.72,6.2,798.32,77.99,3.7808,79.3957,3.6472,76.667,-1.27,0,313.99,320.51,341.7
2021-05-26T21:30:00.000,0.9752632,0.6598643,194.4691,46.06321,2.44,0,0,3.56,6.2,798.4399,78.87,3.4644,81.0292,3.3648,77.4054,-1.02,-0.01,312.59,321.17,340.6
2021-05-26T21:40:00.000,0.6348766,0.2279002,44.37264,64.85224,1.73,0,0,3.48,6.2,798.6,78.61,3.5915,80.3888,3.5035,77.0899,-1.81,-0.01,302.18,320.58,340
2021-05-26T21:50:00.000,1.17257,1.041288,244.6637,27.10302,2.14,0,0,3.58,6.2,798.5,78.62,3.5039,81.24969,3.4125,77.76369,-2.92,0,263.22,319.37,339.9
2021-05-26T22:00:00.000,1.27645,1.088305,156.632,31.09774,3.44,0,0,2.99,6.19,798.5499,81.8,3.1554,82.79469,3.0706,78.6855,-3.12,0.04,270.21,319.07,340.5
2021-05-26T22:10:00.000,1.0927,1.045934,162.8929,16.75714,2.92,0,0,2.89,6.1,798.61,81.63,2.9003,84.0556,2.7107,79.9555,0.15,0,313.07,320.66,340
2021-05-26T22:20:00.000,0.61397,0.4669444,215.9865,37.60358,2.26,0,0,3.18,6.15,798.67,79.53999,3.0815,83.7755,2.7958,80.2837,-2.47,-0.01,283.27,319.41,340
2021-05-26T22:30:00.000,2.142117,2.081301,147.9856,13.64809,3.5,0,0,2.96,6.2,798.5099,81.95,3.2039,82.85429,2.88,79.6041,-2.9,0,274.72,319.1,341
2021-05-26T22:40:00.000,0.5589266,0.3031961,170.2304,54.78969,2.39,0,0,2.8,6.2,798.5099,82.84999,3.0311,83.4687,2.6385,80.5132,-0.53,-0.01,307.56,320.08,340.9
2021-05-26T22:50:00.000,1.638887,1.60657,265.3686,11.3743,3.02,0,0,3.15,6.2,798.5499,81.03999,3.0713,83.792,2.8922,79.8695,-0.52,0,312.22,320.04,341.4
2021-05-26T23:00:00.000,1.44648,1.085441,135.8954,40.46744,3.86,0,0,2.99,6.25,798.52,82.48,3.1543,83.5451,2.9983,79.49129,-1.44,0,303.61,320.28,343.3
2021-05-26T23:10:00.000,1.88258,1.835233,153.282,12.84559,4.08,0,0,2.99,6.3,798.47,82.85,3.0993,83.879,2.7933,80.4191,-0.78,-0.01,305.51,320.29,342.9
2021-05-26T23:20:00.000,1.716143,1.688832,165.1509,10.21837,3.82,0,0,2.77,6.3,798.48,84.09,2.9197,84.7584,2.5936,81.3994,-1.73,0,298.87,319.8,342.5
2021-05-26T23:30:00.000,1.49303,1.449839,147.5695,13.77666,2.61,0,0,2.68,6.28,798.38,84.61,2.7648,85.7061,2.4551,82.128,-1.4,0.01,297.09,319.9,343
2021-05-26T23:40:00.000,0.6311199,0.5292131,153.3373,29.11224,2.94,0,0,2.77,6.21,798.3,83.75999,2.8744,84.93279,2.4965,81.8585,-0.5,0,303.83,319.88,342.7
2021-05-26T23:50:00.000,0.51156,0.2269694,308.3828,60.41531,1.47,0,0,2.81,6.21,798.3,83.45,2.8494,85.2562,2.668,81.2756,-0.47,0.02,307.53,319.99,342.2
2021-05-27T00:00:00.000,0.95648,0.8077841,271.5935,31.93718,1.74,0,0,2.97,6.28,798.31,82.82,2.9844,84.8264,2.8318,80.646,-1.08,0.01,311.05,319.9,341.4
2021-05-27T00:10:00.000,0.9164634,0.7534716,135.9764,34.15941,2.31,0,0,2.53,6.3,798.3,85.66,2.7317,86.0562,2.5615,81.7595,-0.5,-0.01,314.98,320.01,342.9
2021-05-27T00:20:00.000,1.834397,1.82469,157.1171,5.892037,3.98,0,0,2.66,6.3,798.23,84.89999,2.7421,86.31,2.437,82.5534,-1.8,0.02,301.91,320.07,341.7
2021-05-27T00:30:00.000,0.87171,0.8630209,158.543,7.672,3.26,0,0,2.73,6.3,798.2,84.81999,2.7955,85.9418,2.3926,82.804,-1.07,0.02,314.06,319.86,340
2021-05-27T00:40:00.000,0.2750533,0.08886085,180.7631,55.75793,1.46,0,0,2.5,6.3,798.23,86.23,2.5764,87.0831,2.2762,83.2986,-0.47,0,317.04,320.1,340.1
2021-05-27T00:50:00.000,0.35035,0.1959798,332.6583,44.98469,1.13,0,0,2.32,6.3,798.3,87.00999,2.3802,88.3762,2.2305,83.8837,-0.87,-0.01,316.71,319.85,340.7
2021-05-27T01:00:00.000,0.7505166,0.6517079,87.42958,29.3902,1.85,0,0,2.38,6.3,798.29,86.71,2.4182,88.70869,2.2491,84.11479,-1.04,0.04,316.95,319.66,340.8
2021-05-27T01:10:00.000,0.9880034,0.9743656,220.6235,9.516484,2.03,0,0,2.44,6.3,798.34,87.06,2.4141,88.8792,2.2718,84.2338,-0.86,-0.03,312.22,320.19,341.2
2021-05-27T01:20:00.000,0.5553333,0.4920956,210.9763,27.33358,1.32,0,0,2.48,6.38,798.38,86.71999,2.6044,87.88589,2.4584,83.4076,-0.92,0.01,320.77,319.92,343.3
2021-05-27T01:30:00.000,1.235127,0.7530167,166.0573,50.60604,2.78,0,0,2.24,6.34,798.4399,88.68,2.4107,88.7675,2.2041,84.3079,-0.69,0,317.71,319.81,340.8
2021-05-27T01:40:00.000,1.207033,1.199225,171.6937,6.514693,3.1,0,0,2.27,6.349999,798.4,88.48,2.3395,89.1378,2.056,85.0839,-0.59,0.01,317.76,319.72,341.4
2021-05-27T01:50:00.000,1.11867,1.097175,143.8435,11.22798,2.08,0,0,2.1,6.31,798.46,89.31,2.1536,90.365,1.9445,85.9242,-0.16,0,318.72,319.97,340.3
2021-05-27T02:00:00.000,0.6778334,0.4790312,153.6793,43.86661,1.69,0,0,2.12,6.3,798.52,88.98,2.2332,90.0478,1.9272,86.1355,-0.3,-0.01,319.65,320.05,340.1
2021-05-27T02:10:00.000,1.21275,0.9857787,337.1042,35.04167,2.91,0,0,2.29,6.36,798.66,88.13,2.3233,90.3261,2.1389,85.88039,-0.51,-0.01,323.94,319.78,339.2
2021-05-27T02:20:00.000,1.36122,1.021691,299.7798,40.45382,4.78,0,0,1.56,6.42,798.77,94.03,1.6983,95.9221,1.6584,90.5738,-7.57,0,315.05,317.99,339.7
2021-05-27T02:30:00.000,1.810387,1.296902,143.7922,43.13829,2.63,0,0,1.52,6.449999,798.63,94.6,1.5165,97.818,1.3887,92.5503,-1,-0.01,312.28,319.29,339.8
2021-05-27T02:40:00.000,2.424194,2.300303,167.2258,18.31135,5.69,0,0,1.78,6.4,798.53,92.7,1.6591,97.0297,1.3321,92.925,-2.41,0,289.83,318.93,339.9
2021-05-27T02:50:00.000,1.158687,1.044341,154.1003,25.44558,2.44,0,0,1.7,6.44,798.48,93.2,1.8647,93.6558,1.4761,90.6638,-3.07,0,279.66,317.02,339.7
2021-05-27T03:00:00.000,0.6074367,0.5332517,212.2252,28.30691,2.41,0,0,1.9,6.389999,798.4,90.74,1.8634,93.2222,1.6179,88.87669,-2.99,0.01,280.57,315.98,339.1
2021-05-27T03:10:00.000,0.3773,0.181855,141.5536,55.30637,1.94,0,0,1.58,6.3,798.34,92.00999,1.6801,92.8884,1.4763,88.04449,-2.81,0,281.5,316.18,339.3
2021-05-27T03:20:00.000,0.5925733,0.5209321,100.9896,28.16407,1.79,0,0,1.36,6.22,798.29,92.41,1.5894,92.91759,1.2926,88.7876,-2.89,0,281.06,315.52,339.1
2021-05-27T03:30:00.000,1.03047,1.012235,228.5073,10.77496,1.98,0,0,1.67,6.2,798.19,90.3,1.6276,93.3559,1.4848,88.4502,-2.28,0,281.32,315.91,339.3
2021-05-27T03:40:00.000,0.9123799,0.7507647,94.30875,34.09089,2.33,0,0,1.53,6.2,798.11,90.92,1.734,92.1204,1.5265,87.28899,-3.03,-0.01,280.36,315.21,339.4
2021-05-27T03:50:00.000,1.05644,1.005308,193.7373,17.82004,2.69,0,0,1.48,6.21,798.1,91.74,1.6087,92.0059,1.4293,87.3162,-2.68,0,288.53,315.43,339.7
2021-05-27T04:00:00.000,1.165057,1.147345,148.6956,9.987219,2.94,0,0,1.14,6.18,798.08,93.25,1.3222,92.86449,1.1661,87.85429,-2.7,0,280.73,315.7,339.6
2021-05-27T04:10:00.000,2.05653,2.03167,162.9496,8.905734,4.11,0,0,1.64,6.15,797.91,89.23,1.646,90.9408,1.0872,88.07899,-9.57,0,281.7,314.18,339.8
2021-05-27T04:20:00.000,1.009073,0.8514129,152.4344,32.01732,2.48,0,0,1.4,6.18,797.8099,91.31,1.6822,89.918,1.0908,87.4578,-1.59,0.02,295.04,316.7,339.5
2021-05-27T04:30:00.000,0.48706,0.137817,332.6794,65.06972,1.66,0.2,0,1.72,6.15,797.7999,88.46999,1.8817,89.3008,1.5482,85.8387,-2.17,0.3,274.04,314.18,339.4
2021-05-27T04:40:00.000,0.2663967,0.05881537,297.6965,67.83221,1.65,2,0,1.2,6.11,797.83,91.67,1.484,90.78139,1.3521,86.1248,3.67,2.54,297.74,315.09,339.2
2021-05-27T04:50:00.000,0.8312033,0.7614092,189.2119,23.47148,2.5,6.7,0,1.34,6.1,797.96,90.71999,1.3191,93.2474,1.1628,88.25259,9.24,5.3,310.59,318.4,339.6
2021-05-27T05:00:00.000,2.17413,2.16714,156.1125,4.592832,5.07,10.4,0,1.69,6.21,797.99,90.14,1.7267,92.20799,1.2457,88.9265,12.42,7.49,311.99,319.65,340.5
2021-05-27T05:10:00.000,2.315903,2.268559,143.3691,11.58126,4.05,14.5,0,1.9,6.37,798,90.84,2.1142,90.2244,1.5936,87.73289,16.71,9.95,315.5,319.81,340
2021-05-27T05:20:00.000,2.18491,2.153402,153.5638,9.72706,4.07,18.4,0,1.91,6.4,797.83,91.66,2.0824,90.4193,1.7131,87.0433,18.5,10.98,314.87,319.66,339.7
2021-05-27T05:30:00.000,1.61798,1.599949,187.5242,8.550839,3.76,23.4,0,2.46,6.48,797.7899,89.03999,2.4672,88.9919,2.0504,85.96339,35.65,21.01,309.01,320.47,339.3
